150,4,4,2,3,1,1
150,4,4,2,4.5,1,1
150,4,4,2,3,0,0
150,4,4,2,4.5,0,0
250,4,4,2,3,1,1
250,4,4,2,4.5,1,1
250,4,4,2,3,0,0
250,4,4,2,4.5,0,0
